name,attack,attribute,defense,has_materials,has_name_condition,is_extra_deck,is_fusion,is_link,is_pendulum,is_synchro,is_xyz,link_markers,link_number,materials,monster_types,name_condition,number,pendulum_left,pendulum_right,pendulum_text,Type,stars,text
Alien Mother,2300,DARK,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,24104865,,,,Reptile,6,"If this card destroys a monster with an A-Counter by battle and sends it to the Graveyard, Special Summon the destroyed monster to your side of the field at the end of the Battle Phase. When this card is removed from the field, all monsters that were Special Summoned by this card's effect are destroyed."
Alien Overlord,2200,DARK,1600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,63253763,,,,Reptile,6,"You can remove 2 A-Counters from anywhere on the field to Special Summon this card from your hand. Once per turn, you can place 1 A-Counter on each face-up monster your opponent controls. (If a monster with an A-Counter battles an ""Alien"" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.) You can only control 1 face-up ""Alien Overlord""."
Alien Psychic,200,DARK,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,58012107,,,,Reptile,1,This card is changed to Defense Position when it is Normal Summoned or Flip Summoned. Monsters with A-Counters cannot declare an attack.
Alien Shocktrooper,1900,EARTH,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,97127906,,,,Reptile,4,"The Aliens have used a mysterious biological substance to create a supreme race of soldiers. They do not have the natural powers of the other Aliens, but can make stunning physical attacks."
Alien Skull,1600,WIND,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,25920413,,,,Reptile,4,"You can Tribute 1 face-up Level 3 or lower monster on your opponent's side of the field to Special Summon this card to your opponent's side of the field. If you Special Summon the monster this way, place 1 A-Counter on this card, and you cannot Normal Summon or Set the same turn. (If a monster with an A-Counter battles an ""Alien"" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.)"
Alien Telepath,1600,FIRE,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,91070115,,,,Reptile,4,"Once per turn, you can remove 1 A-Counter from a monster your opponent controls, and destroy 1 Spell or Trap Card. (If a monster with an A-Counter battles an ""Alien"" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.)"
Alien Warrior,1800,EARTH,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,98719226,,,,Reptile,4,"When this card is destroyed by battle and sent to the Graveyard, place 2 A-Counters on the monster that destroyed it. (If a monster with an A-Counter battles an ""Alien"" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.)"
Alinsection,950,EARTH,700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,70924884,,,,Insect,3,A stag beetle with saw-like head and arms.
Alligator's Sword,1500,EARTH,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,64428736,,,,Beast,4,"'ey, dis mighty lissard man can swing his sword so fast, dat it's more dan da speed a sound!"
Alligator's Sword Dragon,1700,WIND,1500,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"""Baby Dragon"" + ""Alligator's Sword""","['Fusion', 'Effect']",,3366982,,,,Dragon,5,"This card can attack your opponent directly if the only face-up monsters they control are EARTH, WATER, or FIRE."
Allure Queen LV3,500,DARK,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,87257460,,,,Spellcaster,3,"Once per turn, during your Main Phase, you can select 1 Level 3 or lower monster on your opponent's side of the field and equip it to this card. (Only 1 card at a time can be equipped due to this effect.) If this card would be destroyed by battle, the equipped monster is destroyed instead. During your Standby Phase, by sending this card to the Graveyard while it's equipped due to its effect, Special Summon 1 ""Allure Queen LV5"" from your hand or Deck."
Allure Queen LV5,1000,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,23756165,,,,Spellcaster,5,"Once per turn, during your Main Phase, if this card was Special Summoned by the effect of ""Allure Queen LV3"", you can select 1 Level 5 or lower monster on your opponent's side of the field and equip it to this card. (Only 1 card at a time can be equipped due to this effect.) If this card would be destroyed by battle, the equipped monster is destroyed instead. During your Standby Phase, by sending this card to the Graveyard while it's equipped due to its effect, Special Summon 1 ""Allure Queen LV7"" from your hand or Deck."
Allure Queen LV7,1500,DARK,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,50140163,,,,Spellcaster,7,"Once per turn, during your Main Phase, if this card was Special Summoned by the effect of ""Allure Queen LV5"", you can select 1 monster on your opponent's side of the field and equip it to this card. (Only 1 card at a time can be equipped due to this effect.) If this card would be destroyed by battle, the equipped monster is destroyed instead."
Ally Mind,1800,DARK,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Tuner'],,40155554,,,,Machine,5,"A high-performance unit developed to enhance the Artificial Intelligence program of the Allies of Justice. Loaded with elements collected from a meteor found in the Worm Nebula, it allows for highly tuned performance. But its full capacity is not yet determined."
Ally of Justice Catastor,2200,DARK,1200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 1 or more non-Tuner monsters,"['Synchro', 'Effect']",,26593852,,,,Machine,5,"At the start of the Damage Step, if this card battles a non-DARK monster: Destroy that monster."
Ally of Justice Clausolas,2300,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,89386122,,,,Machine,6,"A mighty monster in Mist Valley, and the ultimate weapon designed from Claiomh Solais. Its surprise attacks from above baffle invaders."
Ally of Justice Core Destroyer,1200,DARK,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,36629203,,,,Machine,3,"If this card attacks or is attacked by a LIGHT monster, destroy that monster at the start of the Damage Step (without damage calculation)."
Ally of Justice Cosmic Gateway,2400,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,8822710,,,,Machine,8,"If your opponent controls 2 or more monsters, including a LIGHT monster, you can Special Summon this card from your hand."
Ally of Justice Cycle Reader,1000,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Tuner'],,8233522,,,,Machine,3,"During either player's turn: You can discard this card to the Graveyard, then target up to 2 LIGHT monsters in your opponent's Graveyard; banish those targets."
Ally of Justice Cyclone Creator,1400,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Tuner'],,45586855,,,,Machine,3,"Once per turn, you can discard 1 card from your hand to return Spell/Trap Cards from the field to the hand equal to the number of face-up Tuner monsters on the field."
Ally of Justice Decisive Armor,3300,DARK,3300,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 2 or more non-Tuner monsters.,"['Synchro', 'Effect']",,9888196,,,,Machine,10,"1 Tuner + 2 or more non-Tuner monsters  Once per turn, if your opponent controls a face-up LIGHT monster(s), you can activate 1 of these effects:
Åú Select 1 Set card your opponent controls and destroy it.
Åú Send 1 card from your hand to the Graveyard to destroy all Spell/Trap Cards your opponent controls.
Åú Send all cards in your hand to the Graveyard to look at your opponent's hand and send all LIGHT monsters in their hand to the Graveyard. Then, inflict damage to your opponent equal to the total ATK of the opponent's monsters sent to the Graveyard."
Ally of Justice Enemy Catcher,1800,DARK,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,45033006,,,,Machine,6,"When this card is Normal Summoned, you can take control of 1 face-down Defense Position monster your opponent controls, until the End Phase of this turn."
Ally of Justice Field Marshal,2900,DARK,2600,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 2 or more non-Tuner monsters,"['Synchro', 'Effect']",,69461394,,,,Machine,9,"This card cannot be Special Summoned except by Synchro Summon. When this card destroys a face-down Defense Position monster by battle and sends it to the Graveyard, draw 1 card."
Ally of Justice Garadholg,1600,DARK,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,25771826,,,,Machine,4,"If this card battles a LIGHT monster, it gains 200 ATK during the Damage Step only."
Ally of Justice Light Gazer,2400,DARK,1600,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 1 or more non-Tuner monsters,"['Synchro', 'Effect']",,19204398,,,,Machine,8,This card gains 200 ATK for each LIGHT monster in your opponent's Graveyard.
Ally of Justice Nullfier,1600,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,76650663,,,,Machine,4,Any LIGHT monster that has battled this card has its effects negated (starting after damage calculation).
Ally of Justice Omni-Weapon,2200,DARK,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,45450218,,,,Machine,5,"When this card destroys a LIGHT monster by battle and sends it to the Graveyard, draw 1 card. If that card is a Level 4 or lower DARK monster, you can reveal that card to Special Summon it."
Ally of Justice Quarantine,1700,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,72845813,,,,Machine,4,Neither player can Special Summon LIGHT monsters.
Ally of Justice Reverse Break,1200,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,55982698,,,,Machine,4,"If there is a face-up LIGHT monster on the field, destroy this card. If this card attacks a face-down Defense Position monster, destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation."
Ally of Justice Rudra,1900,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,52265835,,,,Machine,5,"If this card battles a LIGHT monster, it gains 700 ATK during the Damage Step only."
Ally of Justice Searcher,1400,DARK,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,3648368,,,,Machine,3,"Once per turn, you can discard 1 card to select 1 face-down Defense Position monster your opponent controls and change it to face-up Attack Position. Flip Effects are not activated at this time."
Ally of Justice Thousand Arms,1700,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,85876417,,,,Machine,4,"This card can attack all face-up LIGHT monsters your opponent controls once each. If this card battles a non-LIGHT monster, destroy this card before damage calculation."
Ally of Justice Thunder Armor,2700,DARK,2200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,71438011,,,,Machine,8,"This card cannot be Special Summoned. During the battle between an attacking ""Ally of Justice"" monster you control and a Defense Position monster whose DEF is lower than the ATK of the attacking monster, inflict the difference as Battle Damage to your opponent."
Ally of Justice Unknown Crusher,1200,DARK,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,22371016,,,,Machine,3,"When this card battles a LIGHT monster, remove that monster from play after damage calculation."
Ally of Justice Unlimiter,600,DARK,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,82377606,,,,Machine,2,"You can Tribute this card to double the original ATK of 1 face-up ""Ally of Justice"" monster you control until the End Phase."
Ally Salvo,400,DARK,300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,59482302,,,,Machine,2,"When this card is destroyed by battle with a LIGHT monster and sent to the Graveyard, select 2 cards on the field and destroy them."
"Alpacaribou, Mystical Beast of the Forest",2700,EARTH,2100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,77797992,,,,Beast,7,"Åú While in Attack Position: Attack Position Winged Beast, Insect and Plant-Type monsters you control cannot be destroyed by battle.
Åú While in Defense Position: Defense Position Winged Beast, Insect and Plant-Type monsters you control cannot be targeted by, or be destroyed by, card effects."
Alpha The Electromagnet Warrior,1700,EARTH,1100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,42023223,,,,Rock,3,"If this card is Normal or Special Summoned: You can add 1 Level 8 ""Magna Warrior"" monster from your Deck to your hand. You can only use this effect of ""Alpha The Electromagnet Warrior"" once per turn. During your opponent's turn: You can Tribute this card; Special Summon 1 Level 4 ""Magnet Warrior"" monster from your Deck (this is a Quick Effect)."
Alpha The Magnet Warrior,1400,EARTH,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,99785935,,,,Rock,4,"Alpha, Beta, and Gamma meld as one to form a powerful monster."
"Alsei, the Sylvan High Protector",2300,LIGHT,3200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 8 monsters,"['Xyz', 'Effect']",,10406322,,,,Plant,8,"Once per turn: You can declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard. If a card is sent from your Deck to the Graveyard by a card effect (except during the Damage Step): You can detach 1 Xyz Material from this card, then target 1 card on the field; place that target on either the top or bottom of the Deck. You can only use this effect of ""Alsei, the Sylvan High Protector"" once per turn."
Altergeist Hexstia,1500,FIRE,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"['Bottom', 'Right']",2,"2 ""Altergeist"" monsters","['Link', 'Effect']",,1508649,,,,Spellcaster,,"Gains ATK equal to the original ATK of all ""Altergeist"" monsters it points to. When a Spell/Trap Card is activated (Quick Effect): You can Tribute 1 ""Altergeist"" monster this card points to; negate the activation, and if you do, destroy that card. If this card is sent from the field to the GY: You can add 1 ""Altegeist"" card from your Deck to your hand. You can only use this effect of ""Altergeist Hexstia"" once per turn."
Altergeist Kidolga,1000,DARK,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"['Bottom', 'Left']",2,"2 ""Altergeist"" monsters","['Link', 'Effect']",,76685519,,,,Spellcaster,,"When your other ""Altergeist"" monster inflicts battle damage to your opponent: You can target 1 monster in your opponent's GY; Special Summon it to your zone this card points to, but it cannot attack, except during the turn this card declared an attack. If this card is destroyed by battle: You can target 1 ""Altergeist"" card in your GY; add it to your hand."
Altergeist Kunquery,0,EARTH,2400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,52927340,,,,Spellcaster,5,"When an opponent's monster declares an attack, if you control an ""Altergeist"" card: You can Special Summon this card from your hand, and if you do, negate that attack. If this card is Special Summoned: You can target 1 face-up card your opponent controls; negate the effects of that card while it and this monster are face-up on the field."
Altergeist Marionetter,1600,LIGHT,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,53143898,,,,Spellcaster,4,"When this card is Normal Summoned: You can Set 1 ""Altergeist"" Trap directly from your Deck to your Spell & Trap Zone. You can target 1 ""Altergeist"" card you control and 1 ""Altergeist"" monster in your GY; send that card on the field to the GY, and if you do, Special Summon that other monster from your GY. You can only use this effect of ""Altergeist Marionetter"" once per turn."
